Número Identificador,Nome,Artigos Completos em Periódicos,Ano do Primeiro Artigo,Ano do Último Artigo,Livros Publicados/Organizados,Ano do Primeiro Livro,Ano do Último Livro,Capítulos de Livros Publicados,Ano do Primeiro Capítulo,Ano do Último Capítulo,Trabalhos Completos em Anais de Congressos,Ano do Primeiro Trabalho,Ano do Último Trabalho,Resumos Expandidos em Anais de Congressos,Ano do Primeiro Resumo Expandido,Ano do Último Resumo Expandido,Resumos em Anais de Congressos,Ano do Primeiro Resumo,Ano do Último Resumo,Apresentação de Trabalhos,Ano da Primeira Apresentação,Ano da Última Apresentação
0089870061884539,Lucélia Gomes Pereira,0,,,0,,,0,,,1,2017,2017,0,,,1,2019,2019,1,2017,2017
0089887679837789,Manoel Rodrigues Paiva,0,,,26,1995,2004,0,,,0,,,0,,,0,,,0,,
0089892202933401,Felipe Trevisan Ferreira,2,2017,2019,0,,,2,2021,2017,0,,,1,2016,2016,2,2019,2014,12,2013,2016
0089912444814945,Carolina Costa de Oliveira Lima,0,,,0,,,1,2013,2013,1,2013,2013,0,,,0,,,0,,
0089919516073385,Renata da Cruz Paes,5,2019,2017,0,,,0,,,2,2018,2018,1,2018,2018,0,,,5,2018,2018
,Eleonora Dantas Dias,2,2005,2012,0,,,0,,,0,,,15,2005,2002,0,,,11,2005,2004
0089978661840822,Nils Urmersbach,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0089987369852280,Thamires Gaspar Gouveia,1,2020,2020,0,,,0,,,0,,,2,2019,2019,0,,,20,2012,2020
0090008871048766,Rafael Giovanella,4,2013,2013,0,,,1,2013,2013,2,2013,2015,1,2018,2018,0,,,7,2012,2009
0090010340434284,Amanda Filgueiras Flor,1,2020,2020,0,,,0,,,0,,,0,,,0,,,3,2016,2013
0090020171819549,Vinicius de Moraes,3,2015,2015,1,2007,2007,0,,,0,,,2,2013,2013,0,,,17,2001,2012
0090070968289314,Daiana Raquel Pauletti de Araujo,2,2008,2010,0,,,0,,,0,,,0,,,17,2008,2010,6,2006,2008
0090106014351190,Vanessa Theodoro Rezende,3,2018,2021,0,,,2,2019,2020,1,2021,2021,14,2019,2020,4,2020,2020,12,2013,2020
0090130331280741,Danila Estevam Alves da Cruz,0,,,0,,,0,,,0,,,0,,,0,,,2,2018,2019
,Paulo Marcelo Marcelino Cardôso,0,,,1,2012,2012,2,2012,2012,5,2009,2007,2,2001,2003,0,,,11,2009,2011
0090165888441611,Juliana Martins Fonseca,0,,,0,,,0,,,6,2012,2012,1,2016,2016,2,2012,2015,2,2018,2011
0090174410568351,Cláudia Kely Pires de Mattos,0,,,0,,,0,,,0,,,0,,,0,,,4,2013,2013
0090219903576199,Werdeson Mário Cavalcante Olimpio,3,2019,2021,1,2021,2021,5,2019,2021,2,2015,2020,0,,,1,2020,2020,1,2019,2019
0090226865238881,Vilson da Rosa Melo,0,,,0,,,0,,,0,,,0,,,0,,,0,,
,Michele Elias Contin Mansur,2,2008,2008,0,,,0,,,0,,,17,2004,2006,2,2006,2006,9,2008,2006
0090233930153321,Rita de Cassia Quadros da Rosa,6,2013,2013,0,,,3,2016,2019,4,2015,2015,5,2009,2016,6,2014,2017,11,2014,2018
,Sonia Regina Rangel dos Santos Crescembine,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0090271636069522,Thamirys Suelle da Silva,3,2018,2021,2,2020,2021,9,2020,2021,3,2020,2020,6,2016,2021,3,2016,2016,12,2013,2021
0090280280046438,Rafael de Figueiredo Rodrigues,4,2004,2010,0,,,0,,,0,,,8,2000,2000,0,,,1,2000,2000
,Denise Temp Flores,1,2004,2004,0,,,0,,,2,2000,2000,0,,,0,,,0,,
0090292163090162,Gessiane da Silva Paulino,1,2018,2018,0,,,0,,,8,2015,2017,0,,,1,2014,2014,13,2014,2018
0090297045352574,Carolinne Alves de Oliveira,1,2021,2021,0,,,0,,,0,,,0,,,0,,,0,,
0090302670467606,Eva Anais Louise Pauly,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0090305950112524,Beatriz Faria Santos,0,,,0,,,0,,,1,2014,2014,0,,,0,,,2,2019,2019
0090329113172354,Sebastiao Amilcar de Figueiredo Santos,4,1992,2011,0,,,0,,,0,,,0,,,0,,,0,,
0090340941601861,Adriana Tozetto,2,2007,2001,0,,,0,,,4,2001,2004,4,2002,2004,0,,,0,,
0090366873840666,Kajali Lima Vitorio,0,,,0,,,0,,,1,2014,2014,1,2013,2013,0,,,13,2013,2020
0090371016831098,Leandro Santos Silva,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0090397380246146,Telma Aparecida da Silva Santos,3,2013,2013,0,,,0,,,0,,,0,,,1,2019,2019,8,2013,2013
0090412088035196,Krislane de Andrade Matias,3,2015,2015,0,,,0,,,0,,,4,2010,2011,0,,,0,,
0090438423510067,Patrícia Helena Ribeiro de Souza,2,2011,2011,0,,,0,,,0,,,0,,,0,,,4,2008,2010
0090451498024031,Ulysses Souza Gonçalves,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0090480921300190,Márcio de Oliveira Ribeiro,2,2020,2011,0,,,0,,,0,,,4,2009,2011,12,2012,2018,16,2013,2014
0090525600451197,Thales Guilherme Vaz Martins,7,2018,2021,0,,,1,2019,2019,0,,,11,2013,2016,4,2016,2018,0,,
0090535061715813,Vanderson Pereira Rolim,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0090536211238060,Ronny Soffiantini Lira,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0090557626900175,Paula Lopes Krüger,0,,,0,,,1,2008,2008,2,2010,2011,0,,,0,,,7,2006,2011
0090557675125208,Bilkis Maria Barbosa Lima,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0090559265873353,Abel Lopes Xavier,2,2017,2020,1,2018,2018,1,2018,2018,0,,,0,,,0,,,1,2015,2015
0090566183975090,Fabiano Pires Ergoni,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0090575742506545,Anderson Willian Pedroso,0,,,0,,,0,,,0,,,0,,,0,,,0,,
,Ivo Benitez,0,,,1,2002,2002,0,,,0,,,0,,,0,,,0,,
0090604006862490,Frederico Patrus Ananias de Assis Pires,4,2016,2021,0,,,34,2016,2021,0,,,23,2014,2019,40,2016,2019,3,2019,2019
0090610278949449,Cíntia Patrícia Martins de Oliveira,8,2014,2020,0,,,1,2020,2020,1,2015,2015,4,2016,2016,9,2015,2019,6,2012,2012
0090613918945313,Paulo Francisco da Silva Ribeiro,6,2016,2019,0,,,1,2020,2020,0,,,0,,,0,,,0,,
0090675223437549,Milton Cesar Pereira de Oliveira,2,2014,2013,0,,,0,,,0,,,0,,,0,,,1,2014,2014
0090675353540805,Ivette Zegarra Ocampo,2,2019,2016,0,,,0,,,2,2013,2015,0,,,1,2013,2013,1,2010,2010
0090705753933720,Cristina Fontes de Paula Costa,1,2013,2013,0,,,0,,,0,,,1,2011,2011,1,2010,2010,0,,
0090721774276899,Mauro Lopes de Azevedo,0,,,0,,,0,,,0,,,0,,,0,,,8,2008,2013
0090730291362664,Marcos Paulo Konzen,1,2016,2016,0,,,1,2020,2020,4,2012,2020,1,2011,2011,4,2012,2018,6,2009,2008
,Maria do Carmo de Queiroz,0,,,0,,,0,,,0,,,1,1995,1995,0,,,0,,
0090749562169789,Laura Laura Acacio,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0090761756487899,Raquel Lyrio Sato,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0090806888113268,Maria Abadia Machado Araújo,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0090822828885149,Onaur Ruano,11,1977,1988,0,,,3,1997,1997,4,2001,1999,22,1980,1986,0,,,0,,
0090824545513718,Isabela Carnielli Leone,3,2007,2015,0,,,0,,,0,,,4,2008,2009,2,2009,2011,4,2008,2013
0090831341997116,Elise Zimmermann,15,2003,2006,0,,,0,,,1,2004,2004,17,2003,2003,0,,,31,2004,2004
0090835735621113,Andreia Gonçalves Batista Lima,1,2021,2021,0,,,0,,,0,,,0,,,0,,,3,2014,2016
0090840365951646,Mateus João Mubecane Filipe Manharage,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0090845281481567,Fernanda Gentil Omori,2,2008,2010,0,,,0,,,0,,,0,,,0,,,0,,
0090880189418826,Aline Ledermann Tizotte,0,,,0,,,3,2013,2016,4,2013,2013,5,2013,2015,9,2007,2008,3,2017,2017
0090908144064939,Manoel Braz da Silva Júnior,0,,,0,,,3,2020,2020,2,2008,2009,2,2007,2008,0,,,8,2008,2013
,Eduardo Avendao Fernandez,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0090949150909302,Marco Antonio de Meneses Silva,4,2002,2005,0,,,0,,,0,,,0,,,0,,,0,,
0090976058549514,Jefferson Castro dos Anjos,0,,,0,,,0,,,0,,,0,,,0,,,3,2016,2016
0090977020511591,Géssica Maria Ribeiro da Silva,1,2017,2017,0,,,0,,,0,,,6,2017,2017,0,,,10,2010,2019
0090980459730136,Marcus Gabriel Souza Delfino,0,,,0,,,1,2021,2021,4,2017,2017,0,,,0,,,2,2018,2017
0090987587132740,Vânia Dias Silva Lima,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0091007731150471,Carlei Gomes Barboza,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0091050240437717,James Ocácio Prust,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0091062996691251,Maria Luciana de Siqueira Mayrink,2,2019,2002,1,2019,2019,0,,,0,,,5,2000,2007,0,,,15,2000,2018
,Adriana Gonçalves Lima,0,,,0,,,0,,,2,1996,2003,0,,,0,,,2,1996,2003
0091107109240084,Samira Regina Guimarães Fraga,1,2020,2020,0,,,0,,,0,,,11,2007,2007,0,,,4,2007,2009
0091157590342934,Pedro Augusto de Mattos Pimenta,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0091210405911753,Tiago Silva Lorencini,3,2015,2017,1,2009,2009,0,,,0,,,0,,,0,,,7,2008,2008
0091210791489393,Silvana Pereira,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0091212186248967,Helga Adachi Medeiros Barbosa,6,2004,2011,0,,,0,,,0,,,34,2003,2010,0,,,47,2003,2010
0091214806660388,Nathalia Sartarello Barbosa,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0091225127065417,Ivanov Robertson de Oliveira Basso,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0091250724148157,Alan Tempone da Silva,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0091260608017585,Leclerc Victer Caitano,1,2019,2019,0,,,0,,,0,,,0,,,0,,,13,2017,2020
0091261067476555,Bruno Loureiro de Abreu,1,2002,2002,0,,,0,,,0,,,0,,,0,,,2,2001,2017
0091301546796979,Eduardo Lacerda Campos,0,,,0,,,0,,,1,2017,2017,0,,,0,,,3,2010,2018
0091333766022088,Eduardo Teixeira Leite,1,2011,2011,1,2012,2012,5,2008,2012,6,2008,2014,0,,,0,,,0,,
0091389086193885,Marise Helen Vale de Oliveira,0,,,0,,,0,,,0,,,0,,,0,,,8,2014,2012
0091393305702727,Aélcio de Jesus Monteiro dos Santos,1,2017,2017,0,,,1,2020,2020,0,,,0,,,0,,,7,2004,2017
0091394328225873,Marina Pontes Filandra,1,2012,2012,0,,,0,,,0,,,0,,,0,,,3,2014,2011
0091398744286739,Bárbara Rosa Pelissaro,0,,,0,,,0,,,0,,,0,,,0,,,3,2006,2009
0091410264297818,Tiago Giannerini da Costa,6,2004,2007,0,,,0,,,0,,,7,2001,2006,0,,,0,,
0091419796589965,José Nilson Rodrigues de Souza,1,2020,2020,0,,,0,,,0,,,0,,,0,,,0,,
0091422720259803,Geane Silva dos Santos de Andrade,1,2017,2017,0,,,0,,,5,2009,2020,2,2017,2018,7,2016,2018,16,2009,2017
0091425686327487,Ana Helena Correia de Almeida,0,,,0,,,0,,,1,2000,2000,0,,,0,,,0,,
0091427461875824,Neusa Pereira dos Santos,0,,,0,,,1,2003,2003,0,,,4,2014,1996,0,,,4,2004,2000
0091444771942008,Silvânia Ferreira,0,,,1,2016,2016,7,2013,2017,0,,,0,,,0,,,5,2015,2016
0091455864865241,Dione Ines Christ Milani,1,2008,2008,0,,,1,2016,2016,6,2004,2019,5,2003,2003,2,2004,2006,3,2015,2011
0091475467394788,Jonas Juliani Oliva,1,2000,2000,0,,,1,2006,2006,0,,,0,,,0,,,2,2015,2010
,Moisés Campos de Sá,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0091493948979170,Sueza Abadia de Souza Oliveira,10,2015,2015,0,,,0,,,0,,,0,,,0,,,27,2013,2017
0091501672679515,Luciana Esgalha Carnier-Bazoni,4,2008,2015,0,,,1,2006,2006,1,2005,2005,10,2004,2007,2,2005,2010,8,2010,2009
0091517081148382,Zenaide Maria Manfrin,0,,,1,2009,2009,0,,,0,,,0,,,0,,,0,,
0091523534235868,Aline Santos de Almeida,1,2013,2013,0,,,0,,,0,,,1,2011,2011,0,,,7,2006,2007
0091534579418512,Lenildo Morais dos Santos,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0091542187791996,Aelson Rocha Saraiva,0,,,0,,,0,,,0,,,0,,,0,,,0,,
,rui Carlos Vincenzi,5,2004,2001,0,,,0,,,1,1996,1996,1,1997,1997,0,,,25,1996,1995
0091563050123829,Aislan Jonis Estevam Bertolucci de Oliveira,0,,,0,,,0,,,1,2017,2017,0,,,0,,,3,2013,2017
0091579485820332,Frank Bemmerlein,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0091585482216221,Victória Carolina Pinheiro Lopes Dias,1,2017,2017,1,2017,2017,0,,,7,2017,2016,0,,,0,,,14,2017,2018
0091586595540074,João Fernando Pereira Lima,0,,,0,,,0,,,3,2011,2012,1,2011,2011,2,2010,2011,10,2010,2013
0091599071595963,Leonardo Rodrigues Moreira,0,,,0,,,0,,,2,2012,2017,0,,,0,,,2,2007,2010
0091613336693154,Gabriel Corrêa Lima,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0091623258416489,Nilza Aparecida Ramos Nogueira,3,2009,2015,1,2013,2013,0,,,0,,,0,,,0,,,6,2009,2011
0091634369205756,Murilo Ameno Coutinho,1,2020,2020,0,,,0,,,0,,,3,2013,2014,0,,,3,2013,2014
0091636428269426,Germano Bezerra Cardoso,4,2008,2008,0,,,1,2009,2009,0,,,0,,,0,,,0,,
0091654453050833,Aline Cavalcante de Lira,4,2016,2017,0,,,2,2018,2020,0,,,9,2011,2010,3,2009,2010,12,2007,2011
0091656326758372,Antonia Ionesia Araujo do Amaral,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0091684051693033,Patrícia dos Santos Zwetsch,0,,,0,,,14,2016,2018,18,2012,2016,3,2013,2016,5,2011,2014,29,2011,2012
0091688705388146,Aline Sarmento Monteiro Calheiros,1,2020,2020,0,,,0,,,0,,,0,,,0,,,1,2017,2017
,Patricia Lazzarini Furlan,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0091726452723275,Erica Antunes Bissoli Vieira,0,,,0,,,0,,,0,,,0,,,0,,,2,2013,2013
0091730446907107,Marcelo dos Santos Dias,0,,,0,,,0,,,7,2016,2020,0,,,0,,,0,,
0091745745482675,Alexandre Takahashi,3,2010,2011,0,,,0,,,0,,,9,2008,2007,3,2008,2007,11,2007,2005
0091746106741387,Márcio Morais Silva,0,,,0,,,0,,,0,,,0,,,0,,,5,2013,2014
0091775183826885,Geandre de Carvalho Oliveira,3,2009,2011,0,,,1,2015,2015,1,2007,2007,5,2004,2004,0,,,1,2007,2007
0091777595218371,Rui Dias Florêncio,2,2013,2010,0,,,0,,,0,,,0,,,0,,,6,2010,2015
0091782890863010,Gabriel Lucas de Jesus,1,2021,2021,0,,,0,,,0,,,0,,,0,,,4,2017,2017
0091783830185018,Isabel Cristina Pereira dos Santos,1,2008,2008,0,,,0,,,0,,,1,2010,2010,0,,,3,2009,2010
0091812759059220,Thiago Teixeira de Oliveira,1,2015,2015,0,,,1,2014,2014,0,,,3,2011,2012,0,,,3,2011,2012
0091821524623351,Liana Amado de Castro,8,2002,2004,0,,,0,,,0,,,10,2002,2003,0,,,29,2002,2006
0091822426795634,Alexssandro Ramos da Cruz,0,,,0,,,0,,,0,,,0,,,0,,,2,2000,2016
0091840509549462,Carolina Rocha de Campos,1,2019,2019,0,,,0,,,3,2018,2019,0,,,1,2019,2019,6,2014,2013
0091844812268409,Aline Marques Baldez,0,,,0,,,0,,,0,,,0,,,0,,,2,2009,2013
0091855080904685,Fabrício Halfeld de Almeida Silva,0,,,0,,,0,,,1,2008,2008,3,2010,2010,0,,,0,,
0091862945293549,Gildeny Sousa dos Anjos,0,,,0,,,0,,,0,,,0,,,0,,,4,2007,2011
0091871368441833,Waldiléia Pereira Leal Spesimili,2,2018,2012,0,,,0,,,3,2013,2013,0,,,0,,,3,2013,2013
0091873586205938,Vanessa Cardoso Santos Eleutheriou,1,2014,2014,2,2016,2017,1,2016,2016,10,2010,2009,0,,,0,,,1,2015,2015
0091917835353510,William Isaias Carvalho Souza,0,,,0,,,0,,,0,,,4,2006,2007,0,,,11,2006,2008
0091931088242087,Dilton de Castro,1,2021,2021,6,2012,2013,1,2015,2015,0,,,0,,,0,,,0,,
0091932915362831,Suzana Maria de Oliveira,0,,,1,2019,2019,0,,,0,,,0,,,0,,,1,2019,2019
0091938469568712,Illana Reis Pereira,5,2016,2014,0,,,0,,,1,2012,2012,6,2012,2012,0,,,5,2012,2013
0091955104541428,André Gustavo de Pinho Monteiro,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0091959483288585,Carla Dezan De Lorenzi Cancelier,3,2018,2018,0,,,0,,,0,,,23,2016,2018,0,,,5,2014,2013
0091965510252320,Vitor Hugo S Medeiros,0,,,2,2015,1992,0,,,4,1992,1990,0,,,0,,,0,,
0091968587362756,Adriana Xavier Alves,6,2016,2016,0,,,2,2018,2021,1,2017,2017,19,2012,2020,9,2011,2011,8,2012,2020
0091993042410185,Daniel Lucas Martins Portela,1,2018,2018,0,,,1,2017,2017,6,2016,2015,0,,,0,,,4,2016,2008
0092005263197130,Aline Munhoz Saliba,0,,,6,2020,2013,0,,,0,,,0,,,0,,,11,2015,2019
0092007294725283,Maurício Maia,0,,,0,,,0,,,0,,,0,,,0,,,10,2011,2006
0092009147513986,Mariana Luiz Marques,0,,,0,,,0,,,0,,,8,2011,2017,1,2010,2010,0,,
0092036519440427,Eurinilce Xavier de Lima,0,,,1,2004,2004,5,2004,2004,2,1996,1999,0,,,0,,,2,2006,2003
0092040455471490,Deise Aparecida Carelli Reis de Oliveira,3,2003,2019,0,,,0,,,1,2019,2019,0,,,0,,,8,2009,2019
0092055284560482,Luciana Lopes Fandino,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0092061981336428,Camila Balconi Marques,5,2018,2019,0,,,0,,,0,,,1,2018,2018,0,,,0,,
0092068501701902,Gabriel Tadeu de Paiva Silva,0,,,0,,,0,,,0,,,9,2019,2017,0,,,1,2019,2019
0092107207311326,Kátia Maria Motta Teixeira de Oliveira,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0092117512609001,Livan Chiroma Veiga,2,2020,2017,0,,,0,,,1,2013,2013,1,2013,2013,0,,,3,2013,2013
0092124436422357,Ricardo Migueis Picado,0,,,0,,,0,,,2,1998,1998,0,,,0,,,0,,
0092131408418553,Elvis Nascimento da Silva,1,2018,2018,0,,,0,,,1,2016,2016,1,2016,2016,0,,,0,,
,Ney Paes Loureiro Malvasio,3,2009,2011,1,2012,2012,0,,,2,2007,2008,1,2009,2009,0,,,1,2009,2009
0092155556077493,Ione Galoza de Azevedo,4,2011,2020,2,2019,2016,5,2016,2016,0,,,4,2020,2020,0,,,3,2016,2014
0092157379096729,Rayane Vieira Rodrigues,2,2017,2020,0,,,1,2019,2019,2,2019,2020,0,,,0,,,9,2016,2020
0092159829567469,Lucas Henrique Garcia,1,2017,2017,0,,,0,,,0,,,0,,,0,,,3,2014,2015
0092170661502890,Lucas Yutaka Hayashi,2,2008,2013,0,,,3,2011,2011,0,,,11,2000,2002,0,,,34,2000,2010
0092198012415323,Angela Cristina Gomes,0,,,0,,,3,2018,2020,0,,,0,,,0,,,0,,
0092211219172070,Ricardo Costa Leão,0,,,0,,,0,,,0,,,3,2004,2002,1,2006,2006,3,2006,2002
0092261218886805,Kamille Brescansin Mattar,5,2016,2021,0,,,1,2019,2019,2,2017,2017,0,,,0,,,12,2014,2015
0092268464023640,Pedro Ivo Silva da Nóbrega,1,2021,2021,0,,,0,,,0,,,0,,,0,,,7,2019,2019
0092323521171136,George Barbosa Jales de Carvalho,10,2014,2015,1,2017,2017,1,2019,2019,0,,,0,,,0,,,1,2012,2012
0092340694530256,André Santos Silva,2,2015,2015,0,,,0,,,0,,,0,,,0,,,2,2007,2009
0092413483500515,Jean Fuzetti Cavazza,4,2011,2012,0,,,0,,,0,,,22,2006,2007,1,2009,2009,4,2007,2014
,Livia Maia Rios,0,,,0,,,0,,,3,1999,2003,3,2000,1999,0,,,0,,
,Natália Costa Cimó Queiroz,0,,,0,,,0,,,3,2012,2012,2,2004,2013,0,,,0,,
,Luciana de Araújo Felix,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0092463011581820,Marcelo Vidigal Rocha,0,,,0,,,1,2015,2015,0,,,0,,,0,,,2,2008,2011
0092472031159780,Joaquim José Soares Souza Júnior,1,2013,2013,0,,,1,2021,2021,4,2009,2012,6,2009,2013,0,,,4,2009,2010
0092477649175030,Ingrid Ney Kramer de Mello,14,2011,2012,0,,,3,2012,2015,0,,,17,2009,2012,1,2008,2008,1,2009,2009
0092477783632550,Willy Arthur Silva Reis,1,2019,2019,0,,,0,,,2,2016,2019,0,,,0,,,0,,
0092514602298549,Nino Roberto Schleder Machado,9,1998,2004,0,,,2,2001,2013,3,1997,2007,0,,,0,,,8,2009,2013
0092522015363822,Valéria Cristina da Costa,1,2019,2019,7,2016,2021,0,,,5,2018,2019,0,,,0,,,11,2018,2018
0092530845858340,Luiz Henrique Amorim Moura,1,2010,2010,0,,,0,,,0,,,0,,,0,,,2,2007,2006
0092549082105841,Daniella Sigoli Pereira,0,,,0,,,0,,,0,,,0,,,0,,,12,2012,2014
0092574440786769,Carmen Sílvia Nóra Dias,2,1997,1999,0,,,0,,,0,,,2,1996,1995,0,,,8,1998,2005
0092587777043771,Mateus Schott,0,,,0,,,0,,,0,,,3,2016,2020,0,,,0,,
0092593973656615,Álison Márcio Rafael Nascimento,1,2018,2018,0,,,0,,,0,,,0,,,0,,,1,2010,2010
0092617445928038,Bruna Regina de Oliveira Lima,0,,,0,,,0,,,6,2009,2010,1,2008,2008,1,2009,2009,10,2009,2008
0092619716598131,Gustavo Bianchi Cinelli,0,,,0,,,0,,,4,2002,2005,0,,,0,,,0,,
0092628850471897,Lanna Rhamela Honório Freitas Aguiar,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0092650795399455,Carlos Augusto de Oliveira Júnior,0,,,0,,,0,,,2,2007,2006,0,,,0,,,0,,
0092672072319482,Luiz Marcelo Palauro,1,2017,2017,0,,,1,2019,2019,14,1998,2019,0,,,23,2013,2017,0,,
0092693244062722,Patrícia Panisa,0,,,1,2006,2006,0,,,0,,,0,,,0,,,0,,
0092702783618151,Sergio Cameron Abad,0,,,0,,,0,,,0,,,0,,,0,,,0,,
,Rafaela Mariana Kososki,3,2001,2008,0,,,0,,,0,,,10,1997,2000,0,,,0,,
0092734925652099,Poliana Vieira Amaral Rodrigues,0,,,0,,,0,,,0,,,0,,,0,,,15,2011,2010
0092759416482115,Daniel Elias de jesus mansur,9,2017,2021,0,,,0,,,0,,,13,2015,2016,0,,,7,2015,2014
0092762875670238,Lidia Morais Santos Barreira Aleixo,0,,,0,,,0,,,2,2004,2001,2,2003,2002,0,,,0,,
0092767344913021,Lilian Barçalobre Manoel,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0092792374580677,Gerson Santos de Lima,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0092813772848876,Gabriela Valiengo de Souza,0,,,0,,,0,,,0,,,0,,,0,,,3,2018,2018
0092834173683613,Melanie Kaline Truquete,3,2019,2021,1,2013,2013,2,2012,2013,2,2009,2013,1,2012,2012,0,,,9,2009,2015
0092842906972156,Taciana Menezes Weber,1,2015,2015,0,,,0,,,6,2010,2011,0,,,0,,,3,2010,2011
,Valdir Bonin,7,1990,2008,0,,,0,,,1,2007,2007,21,2004,2012,6,2004,1993,6,2005,2009
0092889555232682,Luiz Gustavo Fleck Heck Britto,2,2011,2012,0,,,0,,,0,,,0,,,0,,,7,2005,2005
0092892434958146,Leandro de Oliveira,1,2021,2021,0,,,0,,,10,2017,2019,1,2020,2020,0,,,8,2016,2017
0092892503480868,Christiane Henriques Ferreira,0,,,0,,,0,,,1,2009,2009,1,2008,2008,0,,,4,2009,2008
,Nestor Fogaca Filho,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0092917000494856,Elizangela Kele Celestina Pereira Silveira,1,2003,2003,0,,,0,,,0,,,5,2006,2006,9,2006,2008,25,2005,2004
0092926642440640,Jalyson Vieira Lopes,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0092927587271627,Atena Amanati Shahri,3,2010,2010,0,,,0,,,3,2010,2011,0,,,0,,,2,2016,2016
0092929384602062,Daniele Jannotti Soares Villena,2,2006,2007,0,,,0,,,0,,,0,,,0,,,0,,
0092932409685292,Sebastião Rodrigues Moura,16,2016,2017,1,2021,2021,5,2019,2021,5,2015,2017,11,2013,2017,18,2013,2013,20,2013,2016
0092953598141468,João Francisco Teixeira Teófilo,0,,,1,2016,2016,0,,,0,,,0,,,0,,,0,,
0092959327715528,Francisco Grangeiro Tavares Neves,0,,,1,2010,2010,3,2011,2012,2,2011,2011,0,,,0,,,4,2009,2011
0092962216577084,Jader Rodrigues Figueiredo da Silva,1,2017,2017,0,,,1,2019,2019,0,,,63,2012,2014,0,,,7,2003,2013
0092981830881773,Gabriela Berchiol Vieira,2,2012,2015,0,,,0,,,0,,,6,2006,2006,1,2010,2010,24,2007,2011
0093047329101841,Flávia Alana Winck,0,,,0,,,0,,,0,,,0,,,2,2017,2017,1,2018,2018
0093060947533139,Therezina Maria de Biaggi,0,,,0,,,2,2007,1993,0,,,0,,,0,,,0,,
0093071321086264,Themis Rondão Barbosa da Costa Silva,5,2014,2013,0,,,2,2018,2018,0,,,0,,,0,,,11,2012,2013
0093093628394088,Jefferson Araújo dos Santos,1,2018,2018,0,,,1,2020,2020,0,,,0,,,0,,,10,2013,2017
0093105568293427,Nathan Pécout--Le Bras,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0093122099559709,Daniel Gustavo San Martín Santibáñez,1,2015,2015,0,,,0,,,6,2013,2013,0,,,0,,,0,,
0093165635991878,Caio Pinheiro Carvalho,0,,,0,,,0,,,0,,,0,,,0,,,1,2015,2015
0093175047402701,Renata Chiarini Alves Bueno,0,,,0,,,0,,,2,2006,2005,1,2007,2007,0,,,0,,
0093179882565645,Carla Ferreira Medrado,0,,,0,,,1,2019,2019,0,,,0,,,0,,,4,2008,2011
0093199078637130,Eliezer Emanuel Bernart,7,2013,2014,0,,,1,2019,2019,4,2012,2016,4,2013,2013,0,,,10,2012,2014
0093204542805035,Renata Amanajás de Melo,8,2016,2020,0,,,1,2019,2019,0,,,23,2003,2020,0,,,21,2005,2013
0093205921769184,Camila Xavier Sá Peixoto Pinheiro,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0093228205674301,Jonny Burga-Sánchez,11,2004,2010,0,,,0,,,0,,,0,,,0,,,2,2014,2014
0093273481462142,Sorau Mattioli Luz,0,,,0,,,0,,,0,,,0,,,0,,,2,2017,2016
0093282864923996,Eduardo Nilo Vasconcelos Novais,2,2006,2006,1,2009,2009,3,2006,2006,0,,,0,,,0,,,5,2005,2006
